19541	2014.06.17	10:01:29.611	2	840	0065-0136653169	
19542	2014.06.17	10:01:31.121	1	2673	0065-0136653169	
19543	2014.06.17	10:01:34.043	1	532	0065-0136653169	
19544	2014.06.17	10:01:34.698	1	218	0065-0136653169	
19545	2014.06.17	10:01:34.922	1	5863	0065-0136653169	
19546	2014.06.17	10:01:43.706	1	213	0065-0136661759	
19547	2014.06.17	10:01:44.006	2	223	0065-0136661759	
19548	2014.06.17	10:01:52.314	2	310	0065-0136661759	
19549	2014.06.17	10:01:52.665	1	365	0065-0136661759	
19553	2014.06.17	10:04:14.137	1	324	0065-0136670531	
19556	2014.06.17	10:04:14.643	2	1653	0065-0136670531	
19558	2014.06.17	10:04:18.804	4	323	0065-0136659459	
19559	2014.06.17	10:04:19.123	3	1046	0065-0136659459	
19560	2014.06.17	10:04:37.313	2	431	0065-0136670531	
19561	2014.06.17	10:04:37.777	1	677	0065-0136670531	
19562	2014.06.17	10:04:39.555	3	507	0065-0136659459	
19564	2014.06.17	10:04:40.017	4	1878	0065-0136659459	
19565	2014.06.17	10:04:41.918	4	230	0065-0136659459	
19567	2014.06.17	10:04:42.828	4	323	0065-0136659459	
19584	2014.06.17	10:06:37.654	1	215	0065-0136661759	
19585	2014.06.17	10:06:37.950	2	215	0065-0136661759	
19586	2014.06.17	10:07:04.425	3	1200	0065-0136661759	
19587	2014.06.17	10:07:05.766	4	2091	0065-0136661759	
19588	2014.06.17	10:07:11.054	4	508	0065-0136670531	
19589	2014.06.17	10:07:14.679	1	410	0065-0136653169	
19590	2014.06.17	10:07:11.710	3	4008	0065-0136670531	
19591	2014.06.17	10:07:15.430	2	4173	0065-0136653169	
19592	2014.06.17	10:07:19.203	3	598	0065-0136670531	
19593	2014.06.17	10:07:20.190	4	1529	0065-0136670531	
19594	2014.06.17	10:07:24.807	4	843	0065-0136670531	
19595	2014.06.17	10:07:25.957	4	518	0065-0136670531	
19596	2014.06.17	10:07:26.615	3	5807	0065-0136670531	
19597	2014.06.17	10:07:33.003	2	308	0065-0136670531	
19598	2014.06.17	10:07:33.399	1	440	0065-0136670531	
19615	2014.06.17	10:08:38.170	2	446	0065-0136653169	
19617	2014.06.17	10:08:38.792	1	2089	0065-0136653169	
19625	2014.06.17	10:09:15.621	4	540	0065-0136670531	
19626	2014.06.17	10:09:16.241	3	1301	0065-0136670531	
19627	2014.06.17	10:09:18.526	2	615	0065-0136670531	
19629	2014.06.17	10:09:19.568	1	2386	0065-0136670531	
19633	2014.06.17	10:09:33.288	1	365	0065-0136670531	
19634	2014.06.17	10:09:33.561	2	214	0065-0136670531	
19641	2014.06.17	10:09:42.233	4	325	0065-0136671473	
19642	2014.06.17	10:09:42.617	3	1794	0065-0136671473	
19644	2014.06.17	10:09:45.941	2	320	0065-0136671473	
19646	2014.06.17	10:09:46.433	1	1224	0065-0136671473	
19647	2014.06.17	10:09:47.712	1	213	0065-0136671473	
19648	2014.06.17	10:09:48.528	4	439	0065-0136653169	
19649	2014.06.17	10:09:49.088	3	1223	0065-0136653169	
19655	2014.06.17	10:10:24.964	4	421	0065-0136659459	
19656	2014.06.17	10:10:25.481	3	1839	0065-0136659459	
19657	2014.06.17	10:10:31.806	2	817	0065-0136659459	
19658	2014.06.17	10:10:34.768	1	1911	0065-0136659459	
19659	2014.06.17	10:10:36.796	1	501	0065-0136659459	
19660	2014.06.17	10:10:37.238	2	715	0065-0136667521	
19661	2014.06.17	10:10:38.617	1	1429	0065-0136667521	
19662	2014.06.17	10:10:40.104	1	223	0065-0136667521	
19663	2014.06.17	10:10:44.927	1	848	0065-0136659459	
19664	2014.06.17	10:10:46.633	2	538	0065-0136659459	
19665	2014.06.17	10:10:47.751	2	3370	0065-0136659459	
19666	2014.06.17	10:10:53.998	2	810	0065-0136670531	
19667	2014.06.17	10:10:54.988	1	1499	0065-0136670531	
19673	2014.06.17	10:11:26.792	1	558	0065-0136661759	
19674	2014.06.17	10:11:27.756	2	693	0065-0136661759	
19676	2014.06.17	10:11:35.457	2	313	0065-0136661759	
19677	2014.06.17	10:11:35.768	1	360	0065-0136661759	
19684	2014.06.17	10:11:48.012	4	422	0065-0136670531	
19685	2014.06.17	10:11:48.539	3	14143	0065-0136670531	
19694	2014.06.17	10:12:19.231	2	517	0065-0136651817	
19695	2014.06.17	10:12:20.042	1	809	0065-0136671473	
19697	2014.06.17	10:12:21.288	1	1221	0065-0136651817	
19698	2014.06.17	10:12:22.613	1	216	0065-0136651817	
19699	2014.06.17	10:12:22.933	1	216	0065-0136651817	
19700	2014.06.17	10:12:24.023	2	903	0065-0136651817	
19701	2014.06.17	10:12:26.178	3	554	0065-0136651817	
19702	2014.06.17	10:12:26.831	4	1888	0065-0136651817	
19703	2014.06.17	10:12:23.540	1	7049	0065-0136671473	
19705	2014.06.17	10:12:31.421	2	6767	0065-0136671473	
19706	2014.06.17	10:12:38.195	2	362	0065-0136671473	
19707	2014.06.17	10:12:38.563	2	324	0065-0136671473	
19708	2014.06.17	10:12:39.058	2	808	0065-0136670531	
19709	2014.06.17	10:12:39.952	2	419	0065-0136670531	
19711	2014.06.17	10:12:40.714	1	3683	0065-0136671473	
19712	2014.06.17	10:12:45.013	3	412	0065-0136659459	
19715	2014.06.17	10:12:44.544	1	2177	0065-0136670531	
19717	2014.06.17	10:12:45.536	4	2620	0065-0136659459	
19718	2014.06.17	10:12:48.315	4	229	0065-0136659459	
19720	2014.06.17	10:12:48.555	4	613	0065-0136659459	
19727	2014.06.17	10:13:03.618	4	312	0065-0136671473	
19729	2014.06.17	10:13:04.024	3	786	0065-0136671473	
19730	2014.06.17	10:13:04.860	1	840	0065-0136661759	
19732	2014.06.17	10:13:05.755	2	507	0065-0136661759	
19733	2014.06.17	10:13:08.487	2	511	0065-0136671473	
19734	2014.06.17	10:13:09.268	1	3332	0065-0136671473	
19737	2014.06.17	10:13:30.481	1	1778	0065-0136671473	
19738	2014.06.17	10:13:33.499	3	504	0065-0136661759	
19739	2014.06.17	10:13:34.049	4	661	0065-0136661759	
19740	2014.06.17	10:13:33.265	2	2127	0065-0136671473	
19743	2014.06.17	10:13:45.080	1	221	0065-0136670531	
19744	2014.06.17	10:13:45.390	2	406	0065-0136670531	
19747	2014.06.17	10:13:53.043	4	598	0065-0136661759	
19748	2014.06.17	10:13:52.943	3	2374	0065-0136671473	
19749	2014.06.17	10:13:59.626	2	505	0065-0136665886	
19750	2014.06.17	10:13:55.582	4	5312	0065-0136671473	
19751	2014.06.17	10:14:00.271	1	747	0065-0136665886	
19752	2014.06.17	10:14:01.133	1	307	0065-0136665886	
19753	2014.06.17	10:14:02.675	4	838	0065-0136671473	
19754	2014.06.17	10:14:03.599	3	3851	0065-0136671473	
19755	2014.06.17	10:14:08.125	2	218	0065-0136671473	
19756	2014.06.17	10:14:08.560	1	230	0065-0136671473	
19757	2014.06.17	10:14:09.500	2	617	0065-0136670531	
19758	2014.06.17	10:14:09.343	1	1929	0065-0136665886	
19759	2014.06.17	10:14:11.292	1	217	0065-0136665886	
19760	2014.06.17	10:14:11.643	1	225	0065-0136665886	
19761	2014.06.17	10:14:12.506	1	212	0065-0136671473	
19764	2014.06.17	10:14:12.793	1	4045	0065-0136665886	
19765	2014.06.17	10:14:17.042	1	331	0065-0136665886	
19766	2014.06.17	10:14:17.377	1	933	0065-0136665886	
19767	2014.06.17	10:14:19.038	1	2309	0065-0136671473	
19774	2014.06.17	10:14:32.692	3	837	0065-0136655780	
19778	2014.06.17	10:14:33.681	4	5532	0065-0136655780	
19780	2014.06.17	10:14:41.013	4	415	0065-0136655780	
19781	2014.06.17	10:14:41.382	3	405	0065-0136655780	
19790	2014.06.17	10:14:45.186	1	215	0065-0136667521	
19792	2014.06.17	10:14:45.474	1	215	0065-0136671473	
19793	2014.06.17	10:14:45.783	2	310	0065-0136671473	
19794	2014.06.17	10:14:46.892	4	402	0065-0136661759	
19795	2014.06.17	10:14:47.358	3	804	0065-0136661759	
19796	2014.06.17	10:14:48.300	3	993	0065-0136661759	
19797	2014.06.17	10:14:52.230	1	901	0065-0136651817	
19798	2014.06.17	10:14:53.307	2	2017	0065-0136651817	
19803	2014.06.17	10:16:24.243	2	4234	0065-0136655780	
19804	2014.06.17	10:16:30.243	3	412	0065-0136651817	
19805	2014.06.17	10:16:30.661	4	1027	0065-0136651817	
19806	2014.06.17	10:16:52.634	2	211	0065-0136653169	
19807	2014.06.17	10:17:22.255	2	631	0065-0136655780	
19808	2014.06.17	10:17:23.826	3	636	0065-0136670531	
19809	2014.06.17	10:17:23.331	1	2376	0065-0136655780	
19810	2014.06.17	10:17:25.918	1	212	0065-0136655780	
19811	2014.06.17	10:17:24.542	4	2386	0065-0136670531	
19812	2014.06.17	10:17:27.353	4	687	0065-0136670531	
19813	2014.06.17	10:17:33.998	4	308	0065-0136670531	
19814	2014.06.17	10:17:34.290	3	408	0065-0136670531	
19815	2014.06.17	10:17:37.161	2	1558	0065-0136653169	
19816	2014.06.17	10:17:39.286	1	3647	0065-0136653169	
19817	2014.06.17	10:17:42.944	1	226	0065-0136653169	
19818	2014.06.17	10:17:54.013	1	312	0065-0136653169	
19819	2014.06.17	10:17:54.398	2	438	0065-0136653169	
19824	2014.06.17	10:18:19.939	1	435	0065-0136659459	
19825	2014.06.17	10:18:20.661	2	2180	0065-0136659459	
19826	2014.06.17	10:18:49.586	3	447	0065-0136659459	
19827	2014.06.17	10:18:51.725	1	228	0065-0136655780	
19828	2014.06.17	10:18:52.086	2	550	0065-0136655780	
19829	2014.06.17	10:18:50.131	4	2679	0065-0136659459	
19830	2014.06.17	10:18:53.150	4	1513	0065-0136659459	
19831	2014.06.17	10:18:54.999	1	324	0065-0136651817	
19832	2014.06.17	10:18:55.393	2	842	0065-0136651817	
