47804	2014.06.19	10:00:28.312	4	224	0065-0136659459	
47805	2014.06.19	10:00:28.596	3	1048	0065-0136659459	
47806	2014.06.19	10:00:34.476	3	914	0065-0136651817	
47807	2014.06.19	10:00:35.533	4	1781	0065-0136651817	
47812	2014.06.19	10:02:00.362	3	438	0065-0136659459	
47813	2014.06.19	10:02:20.189	3	218	0065-0136653169	
47814	2014.06.19	10:02:24.082	2	311	0065-0136659459	
47815	2014.06.19	10:02:24.507	1	218	0065-0136659459	
47816	2014.06.19	10:02:20.549	4	4751	0065-0136653169	
47817	2014.06.19	10:02:47.460	1	217	0065-0136659288	
47819	2014.06.19	10:02:47.854	2	3049	0065-0136659288	
47820	2014.06.19	10:02:51.177	2	381	0065-0136659288	
47822	2014.06.19	10:02:53.663	4	532	0065-0136673193	
47823	2014.06.19	10:02:54.329	3	1876	0065-0136673193	
47824	2014.06.19	10:02:59.805	2	330	0065-0136673193	
47825	2014.06.19	10:03:00.302	1	3171	0065-0136673193	
47830	2014.06.19	10:03:08.738	3	311	0065-0136659288	
47835	2014.06.19	10:03:09.869	1	211	0065-0136659459	
47836	2014.06.19	10:03:10.157	2	355	0065-0136659459	
47837	2014.06.19	10:03:10.540	1	220	0065-0136651817	
47838	2014.06.19	10:03:10.732	2	309	0065-0136651817	
47839	2014.06.19	10:03:09.255	4	2393	0065-0136659288	
47840	2014.06.19	10:03:11.483	2	219	0065-0136651817	
47841	2014.06.19	10:03:11.724	2	228	0065-0136651817	
47844	2014.06.19	10:03:15.944	3	356	0065-0136667521	
47845	2014.06.19	10:03:16.316	4	312	0065-0136667521	
47846	2014.06.19	10:03:51.364	4	1288	0065-0136659288	
47847	2014.06.19	10:04:07.227	2	307	0065-0136651817	
47848	2014.06.19	10:04:07.546	1	425	0065-0136651817	
47849	2014.06.19	10:03:52.735	3	17562	0065-0136659288	
47853	2014.06.19	10:04:15.452	3	220	0065-0136659459	
47854	2014.06.19	10:04:15.788	4	2088	0065-0136659459	
47857	2014.06.19	10:04:51.270	3	518	0065-0136659288	
47859	2014.06.19	10:04:52.098	4	5028	0065-0136659288	
47870	2014.06.19	10:06:25.178	4	708	0065-0136659288	
47872	2014.06.19	10:06:26.105	3	9174	0065-0136659288	
47874	2014.06.19	10:06:35.692	2	216	0065-0136659288	
47876	2014.06.19	10:06:36.490	1	2069	0065-0136659288	
47900	2014.06.19	10:08:44.155	4	310	0065-0136671473	
47901	2014.06.19	10:08:44.680	3	1999	0065-0136671473	
47902	2014.06.19	10:09:12.908	4	693	0065-0136651817	
47903	2014.06.19	10:09:13.788	3	2129	0065-0136651817	
47904	2014.06.19	10:09:22.111	3	308	0065-0136651817	
47905	2014.06.19	10:09:22.461	4	1236	0065-0136651817	
47907	2014.06.19	10:09:51.306	1	409	0065-0136653169	
47909	2014.06.19	10:09:51.994	2	1745	0065-0136653169	
47912	2014.06.19	10:09:58.563	4	2480	0065-0136670531	
47913	2014.06.19	10:10:04.016	3	431	0065-0136671473	
47914	2014.06.19	10:10:04.441	4	4532	0065-0136671473	
47917	2014.06.19	10:10:42.262	3	508	0065-0136653169	
47918	2014.06.19	10:10:43.211	4	4771	0065-0136653169	
47932	2014.06.19	10:11:21.921	1	212	0065-0136653169	
47933	2014.06.19	10:11:22.368	1	310	0065-0136651817	
