16923	2010.10.10	13:03:45.244	4	153	mouse_2
16924	2010.10.10	13:03:46.323	3	510	mouse_2
16929	2010.10.10	13:04:03.756	2	104	mouse_2
16931	2010.10.10	13:04:04.458	1	104	mouse_2
16935	2010.10.10	13:04:08.104	7	50	mouse_3
16936	2010.10.10	13:04:08.541	8	308	mouse_3
16943	2010.10.10	13:04:15.232	8	50	mouse_2
16945	2010.10.10	13:04:15.919	7	101	mouse_2
16947	2010.10.10	13:04:16.335	1	50	mouse_3
16948	2010.10.10	13:04:16.882	2	153	mouse_3
16949	2010.10.10	13:04:17.382	5	50	mouse_2
16952	2010.10.10	13:04:22.480	3	50	mouse_3
16956	2010.10.10	13:04:23.105	4	50	mouse_3
16961	2010.10.10	13:04:30.806	5	50	mouse_1
16962	2010.10.10	13:04:31.113	6	50	mouse_1
16966	2010.10.10	13:04:32.113	7	50	mouse_1
16968	2010.10.10	13:04:32.363	8	50	mouse_1
16969	2010.10.10	13:04:33.435	8	50	mouse_1
16970	2010.10.10	13:04:33.732	7	50	mouse_1
16972	2010.10.10	13:04:34.272	6	50	mouse_1
16973	2010.10.10	13:04:34.508	5	50	mouse_1
17027	2010.10.10	13:09:30.310	4	152	mouse_3
17028	2010.10.10	13:09:30.950	3	153	mouse_3
17029	2010.10.10	13:09:38.288	2	101	mouse_3
17030	2010.10.10	13:09:39.225	1	307	mouse_3
17043	2010.10.10	13:11:05.794	8	50	mouse_3
17044	2010.10.10	13:11:06.137	7	50	mouse_3
17048	2010.10.10	13:11:14.422	5	50	mouse_3
17053	2010.10.10	13:11:51.621	4	204	mouse_3
17054	2010.10.10	13:11:52.413	3	101	mouse_3
17055	2010.10.10	13:12:01.124	3	50	mouse_3
17056	2010.10.10	13:12:01.671	4	101	mouse_3
17057	2010.10.10	13:12:40.430	4	255	mouse_3
17058	2010.10.10	13:12:41.508	3	101	mouse_3
17072	2010.10.10	13:13:23.390	3	102	mouse_3
17073	2010.10.10	13:13:24.181	4	358	mouse_3
17076	2010.10.10	13:13:29.297	4	204	mouse_3
17078	2010.10.10	13:13:30.094	3	50	mouse_3
17083	2010.10.10	13:13:36.278	3	206	mouse_3
17085	2010.10.10	13:13:37.133	4	307	mouse_3
17093	2010.10.10	13:14:20.748	4	101	mouse_2
17094	2010.10.10	13:14:21.982	3	256	mouse_2
17095	2010.10.10	13:14:28.787	2	153	mouse_2
17096	2010.10.10	13:14:30.599	1	152	mouse_2
17098	2010.10.10	13:14:34.597	7	50	mouse_2
17099	2010.10.10	13:14:36.690	6	50	mouse_2
17100	2010.10.10	13:14:36.987	5	50	mouse_2
17599	2010.10.10	13:44:37.615	5	615	mouse_2
17600	2010.10.10	13:44:42.740	6	1079	mouse_2
17608	2010.10.10	13:45:42.960	6	50	mouse_2
17609	2010.10.10	13:45:43.194	5	50	mouse_2
17645	2010.10.10	13:48:28.894	4	1181	mouse_2
17646	2010.10.10	13:48:33.793	3	2514	mouse_2
17647	2010.10.10	13:48:49.105	3	50	mouse_2
17648	2010.10.10	13:48:49.590	4	872	mouse_2
17683	2010.10.10	13:52:28.849	5	101	mouse_3
17684	2010.10.10	13:52:29.689	6	461	mouse_3
17696	2010.10.10	13:53:37.222	5	256	mouse_2
17697	2010.10.10	13:53:40.618	6	763	mouse_2
17698	2010.10.10	13:53:45.003	6	50	mouse_2
17699	2010.10.10	13:53:45.550	5	256	mouse_2
17700	2010.10.10	13:53:54.179	5	50	mouse_2
17701	2010.10.10	13:53:55.158	6	255	mouse_2
17712	2010.10.10	13:55:02.623	6	50	mouse_2
17713	2010.10.10	13:55:03.408	5	101	mouse_2
17716	2010.10.10	13:55:05.139	5	101	mouse_2
17717	2010.10.10	13:55:05.873	6	1320	mouse_2
17718	2010.10.10	13:55:08.326	6	1644	mouse_2
17719	2010.10.10	13:55:10.211	6	101	mouse_2
17722	2010.10.10	13:55:10.711	6	1091	mouse_2
17727	2010.10.10	13:57:35.386	6	50	mouse_2
17728	2010.10.10	13:57:35.823	5	204	mouse_2
17731	2010.10.10	13:57:46.706	4	204	mouse_2
17732	2010.10.10	13:57:47.831	3	50	mouse_2
17735	2010.10.10	13:58:08.229	3	50	mouse_2
17736	2010.10.10	13:58:08.916	4	152	mouse_2
17737	2010.10.10	13:58:15.493	5	204	mouse_2
17738	2010.10.10	13:58:16.737	6	1489	mouse_2
17754	2010.10.10	13:59:18.959	7	204	mouse_3
17755	2010.10.10	13:59:20.387	8	359	mouse_3
17756	2010.10.10	13:59:26.331	8	50	mouse_3
17757	2010.10.10	13:59:26.675	7	50	mouse_3
17758	2010.10.10	13:59:27.639	6	50	mouse_3
17759	2010.10.10	13:59:28.031	5	153	mouse_3
