45346	2014.06.18	22:00:14.515	5	916	0065-0136653169	
45347	2014.06.18	22:00:13.651	8	2025	0065-0136665886	
45348	2014.06.18	22:00:16.447	7	2464	0065-0136665886	
45349	2014.06.18	22:00:15.916	6	5915	0065-0136653169	
45350	2014.06.18	22:00:22.672	6	219	0065-0136665886	
45351	2014.06.18	22:00:23.030	5	811	0065-0136665886	
45352	2014.06.18	22:00:23.606	7	547	0065-0136653169	
45353	2014.06.18	22:00:24.084	5	214	0065-0136665886	
45354	2014.06.18	22:00:24.323	8	1437	0065-0136653169	
45355	2014.06.18	22:00:24.547	5	2353	0065-0136651817	
45356	2014.06.18	22:00:26.791	1	311	0065-0136653169	
45357	2014.06.18	22:00:26.975	5	747	0065-0136651817	
45358	2014.06.18	22:00:27.186	2	1090	0065-0136653169	
45359	2014.06.18	22:00:28.684	5	1693	0065-0136665886	
45360	2014.06.18	22:00:35.235	3	770	0065-0136653169	
45361	2014.06.18	22:00:36.034	3	914	0065-0136653169	
45362	2014.06.18	22:00:37.078	4	851	0065-0136653169	
45363	2014.06.18	22:00:30.426	5	9651	0065-0136665886	
45364	2014.06.18	22:00:40.943	4	462	0065-0136665886	
45365	2014.06.18	22:00:41.513	3	1123	0065-0136665886	
45366	2014.06.18	22:00:42.663	3	977	0065-0136665886	
45367	2014.06.18	22:00:53.994	4	408	0065-0136651817	
45368	2014.06.18	22:00:54.630	3	1430	0065-0136651817	
45369	2014.06.18	22:01:05.513	2	404	0065-0136651817	
45370	2014.06.18	22:01:06.035	1	505	0065-0136651817	
45371	2014.06.18	22:01:36.479	8	2176	0065-0136651817	
45372	2014.06.18	22:01:39.751	7	4337	0065-0136651817	
45373	2014.06.18	22:01:57.978	6	2439	0065-0136651817	
45374	2014.06.18	22:02:00.921	5	2089	0065-0136651817	
45375	2014.06.18	22:02:14.188	3	557	0065-0136665886	
45376	2014.06.18	22:02:14.807	4	3507	0065-0136665886	
45377	2014.06.18	22:02:20.362	5	344	0065-0136665886	
45378	2014.06.18	22:02:20.694	6	226	0065-0136665886	
45379	2014.06.18	22:02:21.412	7	339	0065-0136665886	
45380	2014.06.18	22:02:21.753	8	418	0065-0136665886	
45381	2014.06.18	22:02:22.688	1	216	0065-0136665886	
45382	2014.06.18	22:02:22.951	2	214	0065-0136665886	
45383	2014.06.18	22:03:12.724	3	411	0065-0136659288	
45384	2014.06.18	22:03:13.210	4	3968	0065-0136659288	
45385	2014.06.18	22:03:18.628	2	711	0065-0136667521	
45386	2014.06.18	22:03:19.347	2	213	0065-0136655780	
45387	2014.06.18	22:03:19.629	1	226	0065-0136655780	
45388	2014.06.18	22:03:22.742	8	1752	0065-0136655780	
45389	2014.06.18	22:03:24.722	8	1715	0065-0136667521	
45390	2014.06.18	22:03:27.057	7	2361	0065-0136667521	
45391	2014.06.18	22:03:33.300	3	311	0065-0136665886	
45392	2014.06.18	22:03:37.437	6	1799	0065-0136667521	
45393	2014.06.18	22:03:39.371	5	2470	0065-0136667521	
45394	2014.06.18	22:04:11.241	7	217	0065-0136655780	
45395	2014.06.18	22:04:11.528	8	843	0065-0136655780	
45396	2014.06.18	22:04:29.431	1	223	0065-0136655780	
45397	2014.06.18	22:04:29.690	2	1428	0065-0136655780	
45398	2014.06.18	22:04:31.432	2	215	0065-0136655780	
